Exp or Imp,Year,HS,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2015,'020130010',  ,KG,0,28272630,43823140,0,1901834,2926156,0,1875667,2803545,0,2530412,3847077,0,2688934,4038173,0,2066677,3120872,0,2279114,3478192,0,2060189,3261605,0,2251658,3425179,0,2406914,3696943,0,2795773,4396232,0,2753257,4417815,0,2662201,4411351
2,2015,'020130020',  ,KG,0,108445215,89825207,0,6766842,5590239,0,7123752,5835214,0,9004740,7465757,0,11493927,9195085,0,8847979,7127616,0,9598547,7855698,0,9403802,7917488,0,8695569,7360357,0,8671127,7268124,0,9621758,8031083,0,9603236,8044628,0,9613936,8133918
2,2015,'020130030',  ,KG,0,64253741,45487110,0,3834557,3073922,0,4103303,3317337,0,5481717,4331450,0,5997720,4612002,0,4825534,3550635,0,5273531,3904182,0,6245605,4515430,0,5484091,3779243,0,5491340,3533642,0,6000994,3669477,0,5498248,3421173,0,6017101,3778617
2,2015,'020130090',  ,KG,0,3090468,1935181,0,208471,136257,0,213997,143200,0,113756,71559,0,118150,72863,0,121738,78001,0,134343,83980,0,162159,101317,0,252698,159892,0,406771,251212,0,472676,291222,0,465330,288314,0,420379,257364
2,2015,'020220000',  ,KG,0,1067484,952684,0,48767,39809,0,49946,57344,0,40336,42012,0,113339,120518,0,106472,99915,0,126403,138279,0,117789,102724,0,96707,81553,0,184399,130941,0,53570,40575,0,103057,71999,0,26699,27015
2,2015,'020230010',  ,KG,0,10434887,8223362,0,506646,409862,0,724063,579634,0,686599,579902,0,1079436,846193,0,1779226,1339295,0,1127057,859311,0,1024948,835986,0,663597,510147,0,821467,627877,0,686027,556623,0,936898,691545,0,398923,386987
2,2015,'020230020',  ,KG,0,32520506,24136339,0,1561162,1175361,0,1810399,1364719,0,1156675,899067,0,5185785,3763242,0,2786396,1967402,0,2290371,1685359,0,2072295,1545178,0,2537005,1958391,0,3913795,3056863,0,3334623,2411428,0,3534700,2648854,0,2337300,1660475
2,2015,'020230030',  ,KG,0,129595893,69698448,0,11009583,7397745,0,13042321,8131908,0,9744600,6428904,0,12753671,8057955,0,11013050,6329299,0,8154977,4486924,0,12063738,6029662,0,8655489,4174853,0,15346618,6860692,0,7919652,3431611,0,11046787,4545627,0,8845407,3823268
2,2015,'020230090',  ,KG,0,115698677,51510632,0,7189057,3833797,0,6392968,3318109,0,6327031,3237847,0,18404562,9251298,0,10565037,4806035,0,10095096,4508992,0,13218963,5511033,0,7022079,2690027,0,8768633,3470513,0,10485774,4209376,0,10684576,4185615,0,6544901,2487990
2,2015,'020311040',  ,KG,0,485,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,465,0,126,233,0,112,203
2,2015,'020312010',  ,KG,0,1263,3317,0,163,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,613,0,495,1294,0,369,975,0,0,0
2,2015,'020312021',  ,KG,0,117254,61435,0,0,0,0,0,0,0,0,0,0,0,0,0,108112,56647,0,2237,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,6905,3616,0,0,0
2,2015,'020312022',  ,KG,0,612658,360023,0,31119,20186,0,28061,18145,0,78238,47514,0,74155,43095,0,29442,16972,0,32671,19120,0,69473,40710,0,48870,28535,0,58169,33849,0,39691,22905,0,57593,32543,0,65176,36449
2,2015,'020319010',  ,KG,0,1577,4737,0,223,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,954,0,555,1657,0,478,1446,0,0,0
2,2015,'020319021',  ,KG,0,31901609,16679590,0,161831,83962,0,219040,113707,0,841222,438101,0,1421515,742397,0,2809541,1462099,0,4560321,2387037,0,3445919,1803903,0,2944805,1542014,0,3772569,1970819,0,4490661,2347556,0,3900348,2041974,0,3333837,1746021
2,2015,'020319022',  ,KG,0,289572495,159571360,0,18843487,11245473,0,20340000,12011606,0,28079795,15982650,0,26424613,14563301,0,22583342,12117131,0,19962154,10776421,0,27650779,15212014,0,23465423,12713535,0,24582034,13324699,0,27068874,14520258,0,24564424,13124928,0,26007570,13979344
2,2015,'020321040',  ,KG,0,10351,14950,0,1488,2216,0,0,0,0,1150,1980,0,0,0,0,0,0,0,2552,3566,0,1145,1594,0,1143,1564,0,1962,2814,0,569,773,0,0,0,0,342,443
2,2015,'020322021',  ,KG,0,471288,245958,0,52353,27110,0,6527,3386,0,51839,27158,0,23993,12569,0,101596,53088,0,98478,51597,0,31244,16309,0,10449,5465,0,29687,15380,0,26211,13614,0,20942,10898,0,17969,9384
2,2015,'020322022',  ,KG,0,1314534,734467,0,88726,51405,0,59443,33075,0,146533,84032,0,111040,63873,0,98879,55532,0,144267,77345,0,93666,52963,0,117037,65570,0,79887,43768,0,132196,72730,0,124361,68191,0,118499,65983
2,2015,'020329010',  ,KG,0,22279,42551,0,1160,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,7356,13269,0,0,0,0,0,0,0,0,0,0,4928,9467,0,1176,2282,0,7659,14458
2,2015,'020329021',  ,KG,0,179741361,94088214,0,7554797,3956711,0,9492283,4968643,0,11388151,5963071,0,16022300,8385468,0,16841760,8817813,0,16503355,8637615,0,17470490,9144284,0,15491345,8107319,0,14956323,7824028,0,20299726,10626771,0,17295056,9055352,0,16425775,8601139
2,2015,'020329022',  ,KG,0,286882749,153311065,0,27247283,14877894,0,23845435,12955983,0,24840218,13322511,0,29076283,15510138,0,26479227,14095910,0,23275433,12387670,0,23698481,12617156,0,22465090,11968015,0,20653358,10957077,0,23823147,12618479,0,19674980,10432906,0,21803814,11567326
2,2015,'020410000',  ,KG,0,5489,13651,0,0,0,0,375,936,0,1908,4710,0,1119,2702,0,732,1800,0,602,1574,0,418,1082,0,170,432,0,82,207,0,83,208,0,0,0,0,0,0
2,2015,'020422000',  ,KG,0,1287309,2133595,0,74718,128456,0,102363,170116,0,128602,227417,0,146744,250862,0,105786,177760,0,95485,162328,0,102113,167575,0,105639,177340,0,94897,150467,0,119113,184982,0,106728,169305,0,105121,166987
2,2015,'020423000',  ,KG,0,5972853,6314268,0,338943,371565,0,336810,366046,0,396146,431382,0,708646,762533,0,584491,615409,0,592466,640350,0,586563,621957,0,603698,662308,0,466823,473582,0,540341,546444,0,429744,433062,0,388182,389630
2,2015,'020430000',  ,KG,0,633311,388069,0,47365,34688,0,57658,32047,0,78403,56133,0,70441,47400,0,79666,50462,0,83555,53312,0,26495,15741,0,54313,28987,0,16890,8250,0,28383,14408,0,87597,44567,0,2545,2074
2,2015,'020441000',  ,KG,0,644838,252931,0,25216,13015,0,23195,10187,0,22883,10205,0,59411,22801,0,38052,15791,0,107405,40803,0,112188,44759,0,21800,8289,0,68940,26522,0,23804,9054,0,103741,36400,0,38203,15105
2,2015,'020442000',  ,KG,0,2896196,1699006,0,281995,170619,0,263633,163706,0,305054,221299,0,404443,242232,0,224835,123611,0,341548,182209,0,233246,148198,0,188493,106891,0,134373,68490,0,147326,76096,0,183893,95171,0,187357,100484
2,2015,'020443000',  ,KG,0,6698613,5341544,0,913841,731429,0,690294,567411,0,545003,468897,0,1030163,877650,0,514816,424026,0,486421,412299,0,477173,395781,0,412881,324419,0,433076,323257,0,375241,266753,0,335263,219258,0,484441,330364
2,2015,'020450000',  ,KG,0,365920,232062,0,23100,15340,0,16394,11685,0,52629,30191,0,72589,44518,0,39755,23944,0,8219,5547,0,47225,29792,0,19278,12749,0,20078,13280,0,0,0,0,0,0,0,66653,45016
2,2015,'020500000',  ,KG,0,5017406,4042956,0,404333,309448,0,253411,199532,0,299180,237915,0,549616,425927,0,382046,283291,0,476094,357825,0,386822,328396,0,330012,294636,0,450473,359497,0,570055,441782,0,423934,370261,0,491430,434446
2,2015,'020610011',  ,KG,0,11087008,19166392,0,529827,903246,0,654918,1090436,0,939204,1594043,0,1031895,1775353,0,818462,1407749,0,913537,1615715,0,1118217,1999911,0,947507,1681190,0,990132,1715807,0,1077426,1808044,0,983454,1678942,0,1082429,1895956
2,2015,'020610019',  ,KG,0,16543343,22127695,0,857166,1111328,0,1021742,1318520,0,1518191,1951744,0,1676595,2177833,0,1178845,1530942,0,1284071,1732194,0,1546175,2174593,0,1395870,1966127,0,1548565,2106313,0,1511648,2003444,0,1437871,1916982,0,1566604,2137675
2,2015,'020610020',  ,KG,0,6357,5294,0,0,0,0,451,327,0,3154,3046,0,0,0,0,0,0,0,326,232,0,784,551,0,1642,1138,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'020610090',  ,KG,0,10343,6954,0,448,382,0,266,222,0,982,756,0,889,567,0,1265,805,0,1706,1109,0,1073,703,0,1165,771,0,1233,790,0,527,337,0,355,228,0,434,284
2,2015,'020621000',  ,KG,0,22052750,20213061,0,1706438,1633420,0,1288351,1136182,0,2114830,1871435,0,2541558,2250422,0,1940557,1668020,0,1802819,1658877,0,1701004,1512329,0,1486936,1306279,0,1530689,1390401,0,2166031,1950890,0,2091830,2015705,0,1681707,1819101
2,2015,'020622000',  ,KG,0,1012591,206553,0,34639,7960,0,93809,18245,0,55153,10543,0,192897,37588,0,85138,16669,0,22423,5547,0,146660,30277,0,87285,19571,0,59601,14966,0,81985,13304,0,60481,13776,0,92520,18107
2,2015,'020629010',  ,KG,0,9057384,7503601,0,747549,638795,0,610287,453637,0,675166,541441,0,802336,660685,0,948867,784018,0,729821,575516,0,896968,710336,0,655921,590718,0,754522,649185,0,672205,505543,0,815816,710605,0,747926,683122
2,2015,'020629020',  ,KG,0,729043,454640,0,34014,18291,0,49345,28342,0,29901,16666,0,21817,12967,0,81005,48113,0,55155,35664,0,44573,30085,0,86441,54855,0,31575,19967,0,126158,81968,0,89876,59137,0,79183,48585
2,2015,'020629090',  ,KG,0,688204,526835,0,41609,28384,0,30639,26531,0,65607,57306,0,19235,13871,0,102445,78631,0,37444,28918,0,72988,59946,0,57996,44198,0,21527,15511,0,114661,86220,0,87020,63504,0,37033,23815
2,2015,'020630091',  ,KG,0,42972,26667,0,0,0,0,294,1434,0,60,325,0,117,568,0,2388,867,0,5130,3285,0,9340,5254,0,5400,2025,0,7410,3722,0,8127,5114,0,1545,695,0,3161,3378
2,2015,'020641090',  ,KG,0,27720,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860,1685
2,2015,'020649010',  ,KG,0,209,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,312
2,2015,'020649091',  ,KG,0,23042234,7985762,0,1497331,621814,0,1419631,505478,0,1801317,712232,0,2741298,1001271,0,2419411,865126,0,2216921,781042,0,2020217,643266,0,1597487,515088,0,1527239,529705,0,1954187,626971,0,2086958,655481,0,1760237,528288
2,2015,'020649092',  ,KG,0,16850,8627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16850,8627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'020649099',  ,KG,0,17994,33096,0,1858,3274,0,406,1437,0,1438,2465,0,1020,3468,0,3023,3670,0,1383,2743,0,2701,4186,0,2250,4505,0,1512,1221,0,1118,2379,0,313,1492,0,972,2256
2,2015,'020680000',  ,KG,0,5076,5601,0,347,327,0,0,0,0,352,331,0,2040,2189,0,1590,1581,0,0,0,0,308,425,0,142,252,0,0,0,0,0,0,0,0,0,0,297,496
2,2015,'020690000',  ,KG,0,258178,126356,0,21057,9064,0,12430,4898,0,14488,7877,0,20754,9426,0,29267,11944,0,17923,11919,0,31452,15848,0,22300,9198,0,23204,10608,0,22689,10930,0,15586,9637,0,27028,15007
2,2015,'020711000',  ,KG,0,9123,11070,0,478,802,0,683,1202,0,720,1042,0,850,1086,0,1411,1333,0,1576,1491,0,672,672,0,0,0,0,0,0,0,0,0,0,0,0,0,2733,3442
2,2015,'020712000',  ,KG,0,9733898,2596441,0,542551,145481,0,309450,78145,0,369020,104405,0,700078,188099,0,643262,167611,0,977475,259585,0,669078,176113,0,1164120,323215,0,1133469,291981,0,1117849,297681,0,1030081,277438,0,1077465,286687
2,2015,'020713100',  ,KG,0,376,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,336
2,2015,'020714100',  ,KG,0,39476,21442,0,4606,2248,0,0,0,0,0,0,0,12013,5290,0,0,0,0,1980,1417,0,7507,4649,0,0,0,0,0,0,0,10489,5914,0,1831,1206,0,1050,718
2,2015,'020714210',  ,KG,0,19621901,4221931,0,707587,156725,0,918406,194324,0,1625983,342886,0,1893046,395066,0,1257648,259137,0,2086613,447316,0,2027644,436242,0,1652685,360449,0,2118260,434635,0,2791036,639493,0,1552337,348980,0,990656,206678
2,2015,'020714220',  ,KG,0,500092863,151550001,0,42305714,14148321,0,39935164,12655676,0,32104002,10149642,0,43587809,13186511,0,35014132,10451712,0,44136353,13451233,0,42656642,13157507,0,44342329,13462629,0,46743806,13868565,0,53311226,15328391,0,36440559,10546261,0,39515127,11143553
2,2015,'020724000',  ,KG,0,1752,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752,1706
2,2015,'020725000',  ,KG,0,95763,41747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25571,10888,0,22119,10341,0,11507,5061,0,14304,5885,0,22262,9572,0,0,0
2,2015,'020727200',  ,KG,0,1279322,363285,0,93021,19003,0,70759,18989,0,77837,33201,0,172372,48668,0,74822,20581,0,162424,37406,0,118085,39195,0,85574,16618,0,167989,56421,0,61706,20906,0,81259,23187,0,113474,29110
2,2015,'020741000',  ,KG,0,625,1050,0,0,0,0,0,0,0,211,267,0,0,0,0,0,0,0,248,328,0,0,0,0,0,0,0,0,0,0,0,0,0,166,455,0,0,0
2,2015,'020742000',  ,KG,0,767215,308411,0,100591,45704,0,47327,20011,0,22041,11418,0,68299,29844,0,77489,27075,0,68220,23098,0,52772,24356,0,47293,18214,0,64995,26903,0,74419,25666,0,59516,22470,0,84253,33652
2,2015,'020743000',  ,KG,0,107931,481670,0,7877,36665,0,7383,32444,0,10751,47325,0,11142,48316,0,9873,44407,0,9719,44083,0,8899,40488,0,8713,40403,0,9516,43630,0,9014,41845,0,8633,38226,0,6411,23838
2,2015,'020744000',  ,KG,0,89960,210665,0,6709,16241,0,7881,17925,0,8436,19295,0,9671,21130,0,6745,15789,0,7388,18038,0,8035,19233,0,7024,17395,0,8094,19593,0,8810,21560,0,7767,18616,0,3400,5850
2,2015,'020745010',  ,KG,0,801365,2702120,0,61661,212785,0,17473,75495,0,33358,108904,0,57267,200291,0,64736,186293,0,126480,447600,0,72033,232421,0,46223,164939,0,68642,243661,0,85260,283067,0,86865,294017,0,81367,252647
2,2015,'020745090',  ,KG,0,3547622,3519547,0,280952,288910,0,174434,180800,0,213277,199227,0,338050,343554,0,307822,289565,0,269236,283164,0,288509,275242,0,163796,168849,0,305039,285913,0,402793,412334,0,420358,408196,0,383356,383793
2,2015,'020752000',  ,KG,0,1324,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,822,0,652,790
2,2015,'020753000',  ,KG,0,32775,163086,0,3931,19389,0,3708,17753,0,386,2849,0,553,4040,0,301,2269,0,2192,10940,0,2216,10982,0,2700,13221,0,2068,9983,0,3018,14873,0,4065,19704,0,7637,37083
2,2015,'020755100',  ,KG,0,98574,348942,0,5037,18648,0,0,0,0,10080,35614,0,1500,4875,0,9943,34598,0,9602,33485,0,12492,43450,0,9952,36709,0,4142,14320,0,16667,58700,0,13477,49319,0,5682,19224
2,2015,'020760200',  ,KG,0,74345,71650,0,5869,5637,0,1752,2069,0,7309,7131,0,8172,8335,0,5444,6197,0,6044,5343,0,1016,1162,0,7499,7002,0,4954,4941,0,5842,5591,0,12485,11987,0,7959,6255
2,2015,'020810000',  ,KG,0,51242,37399,0,2329,1909,0,0,0,0,6229,5258,0,2978,4013,0,20356,9569,0,795,1361,0,5123,3997,0,2416,1843,0,4014,3832,0,3825,3192,0,2307,1474,0,870,951
2,2015,'020840011',  ,KG,0,1195338,871122,0,0,0,0,0,0,0,5197,8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169098,799156,0,21043,63129,0,0,0
2,2015,'020850000',  ,KG,0,20724,25085,0,1274,1676,0,850,806,0,270,361,0,2557,3002,0,0,0,0,1282,1526,0,3202,3541,0,2084,2209,0,0,0,0,1519,1600,0,500,560,0,7186,9804
2,2015,'020860000',  ,KG,0,2637,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,1589,0,0,0
2,2015,'020890010',  ,KG,0,33457,42925,0,9064,12157,0,2000,2355,0,304,349,0,804,908,0,0,0,0,304,362,0,9480,11528,0,0,0,0,1841,2343,0,9060,12158,0,300,354,0,300,411
2,2015,'020890090',  ,KG,0,165917,214254,0,7393,15229,0,7977,10271,0,11299,18185,0,19022,22426,0,5939,8155,0,15284,10299,0,21179,19628,0,8440,11484,0,10084,18246,0,36228,41795,0,12848,23250,0,10224,15286
