Exp or Imp,Year,HS,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2017,'020230010',  ,KG,0,7992762,6080272,0,239468,208877,0,513794,416976,0,482850,432032,0,622648,453391,0,805359,548849,0,984264,731033,0,1079570,854094,0,683298,526603,0,775399,559657,0,508899,402557,0,527536,433303,0,769677,512900
2,2017,'020230020',  ,KG,0,39891969,23158341,0,1492875,924236,0,1876963,1149637,0,2392807,1401643,0,3939315,2280632,0,3797118,2156088,0,4520591,2526462,0,6626911,3709994,0,2562617,1517355,0,5098998,2916589,0,2373694,1404256,0,2271318,1396645,0,2938762,1774804
2,2017,'020230030',  ,KG,0,136907683,54129087,0,7675134,2909218,0,13004133,4619054,0,9975632,3867826,0,12156820,4669506,0,15324906,5763759,0,10779666,4225528,0,16119735,6469908,0,7856374,3333148,0,15114833,6284303,0,10667904,4356267,0,8864857,3780995,0,9367689,3849575
2,2017,'020230090',  ,KG,0,121142241,49215117,0,7788535,3242351,0,8165566,3128595,0,8480482,3279780,0,11832756,4592720,0,13723815,5305279,0,10455762,4374508,0,10338629,4597611,0,10205636,4404438,0,14593124,5938906,0,7290687,3008105,0,7871165,3193820,0,10396084,4149004
2,2017,'020311040',  ,KG,0,636,1245,0,0,0,0,0,0,0,183,332,0,136,273,0,0,0,0,0,0,0,0,0,0,0,0,0,317,640,0,0,0,0,0,0,0,0,0
2,2017,'020312010',  ,KG,0,676,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,402,0,168,420,0,159,410,0,189,474
2,2017,'020312021',  ,KG,0,150033,78465,0,1370,717,0,0,0,0,0,0,0,16250,8507,0,20542,10706,0,36318,18969,0,23014,12051,0,13675,7161,0,17076,8943,0,9293,4866,0,12495,6545,0,0,0
2,2017,'020312022',  ,KG,0,657399,372229,0,43317,23773,0,42952,23517,0,57880,32861,0,82735,45831,0,42677,24316,0,38178,21573,0,51218,28677,0,59700,33714,0,48882,27842,0,42794,24122,0,60122,34864,0,86944,51139
2,2017,'020319010',  ,KG,0,813,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,552,0,213,636,0,200,616,0,215,644
2,2017,'020319021',  ,KG,0,99221035,51971306,0,8084277,4234929,0,7732853,4050483,0,8753434,4585211,0,8203690,4296791,0,8799113,4609546,0,10808762,5662357,0,8091576,4238420,0,7925825,4152009,0,8019648,4198918,0,8717928,4565737,0,9203749,4820891,0,4880180,2556014
2,2017,'020319022',  ,KG,0,298818444,158059812,0,22090854,11641009,0,21885865,11540999,0,27648470,14593289,0,23646450,12480320,0,19273108,10157736,0,22646838,11924595,0,22033187,11655454,0,28519233,15096282,0,23336354,12391587,0,24353560,12880759,0,31282221,16573104,0,32102304,17124678
2,2017,'020321040',  ,KG,0,9477,12223,0,571,693,0,0,0,0,575,946,0,690,794,0,764,900,0,627,772,0,287,352,0,2007,2585,0,0,0,0,1025,1349,0,2931,3832,0,0,0
2,2017,'020322021',  ,KG,0,345329,179815,0,13536,7001,0,27328,14098,0,34636,18048,0,23578,12188,0,36449,19010,0,53197,27804,0,15872,8283,0,41780,21793,0,20550,10598,0,22787,11922,0,24438,12789,0,31178,16281
2,2017,'020322022',  ,KG,0,1693118,920148,0,87969,47630,0,80902,43104,0,103061,57439,0,97752,53553,0,94743,52002,0,130188,70692,0,401291,213327,0,124502,67958,0,105261,57623,0,150406,82431,0,146254,80647,0,170789,93742
2,2017,'020329010',  ,KG,0,10076,17711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834,3594,0,6998,11724,0,1244,2393
2,2017,'020329021',  ,KG,0,223476979,117000404,0,19868143,10392010,0,16995727,8883094,0,20572488,10764720,0,18439931,9654892,0,21284595,11146552,0,19334375,10125923,0,18185651,9524763,0,16810288,8804137,0,18264365,9566043,0,18478911,9679178,0,17969857,9411840,0,17272648,9047252
2,2017,'020329022',  ,KG,0,307676241,162423499,0,25573201,13462639,0,21819165,11480020,0,24130366,12737620,0,26386624,13888052,0,26769491,14121846,0,27018145,14228109,0,25805305,13599446,0,25002266,13186564,0,23241263,12289431,0,26703868,14119099,0,26571941,14101028,0,28654606,15209645
2,2017,'020410000',  ,KG,0,11378,25554,0,98,228,0,472,1090,0,1409,3300,0,2031,4287,0,2061,4425,0,1413,3197,0,1232,2619,0,977,2161,0,423,1064,0,745,1777,0,260,714,0,257,692
2,2017,'020422000',  ,KG,0,1709273,2842184,0,82430,128257,0,142391,227793,0,184961,294237,0,158493,251948,0,143311,230945,0,175054,288482,0,164518,276355,0,141435,243991,0,106585,183568,0,122289,215482,0,137317,239181,0,150489,261945
2,2017,'020423000',  ,KG,0,7651264,7552807,0,356513,338945,0,401363,376275,0,575355,537143,0,818472,745953,0,742960,708753,0,1010934,995805,0,918577,953592,0,764291,798383,0,537921,547115,0,485321,501601,0,553532,562767,0,486025,486475
2,2017,'020430000',  ,KG,0,495102,283040,0,21026,17542,0,18338,11345,0,76901,44456,0,39739,18469,0,102486,57286,0,47929,22152,0,85119,53336,0,36523,23777,0,24245,11803,0,17625,10491,0,25171,12383,0,0,0
2,2017,'020441000',  ,KG,0,821640,262199,0,100527,32096,0,110981,35768,0,97798,31714,0,68607,23858,0,176018,51676,0,55694,17607,0,37441,12958,0,42971,13127,0,48726,15089,0,30001,9015,0,38278,11503,0,14598,7788
2,2017,'020442000',  ,KG,0,3603699,2041958,0,227202,109880,0,274629,143895,0,305790,157320,0,274398,136259,0,439288,243659,0,495635,285535,0,632820,377149,0,374288,224201,0,156169,97369,0,167906,99249,0,73667,46788,0,181907,120654
2,2017,'020443000',  ,KG,0,7442387,5549797,0,734892,498668,0,565535,370834,0,893052,603386,0,695637,471531,0,771695,552090,0,836559,683863,0,747010,627923,0,378739,312719,0,390354,302287,0,341594,285921,0,447834,349240,0,639486,491335
2,2017,'020450000',  ,KG,0,457100,361292,0,48425,33405,0,20024,15009,0,20015,15402,0,66965,46181,0,20011,16093,0,31867,26434,0,72118,60161,0,39191,32946,0,20416,18526,0,38482,31695,0,40810,34104,0,38776,31336
2,2017,'020500000',  ,KG,0,5460430,4380826,0,329462,243585,0,411202,323177,0,364930,289740,0,580627,401388,0,442492,371584,0,538373,407944,0,498203,406902,0,577842,491709,0,356695,278896,0,470430,402743,0,427747,408246,0,462427,354912
2,2017,'020610011',  ,KG,0,14834123,27819489,0,1008078,2031182,0,1000138,1880157,0,1309343,2447644,0,1302623,2458092,0,1218194,2363190,0,1356890,2636888,0,1370017,2765143,0,1347872,2669467,0,1202030,2174982,0,1204634,2089812,0,1275010,2164680,0,1239294,2138252
2,2017,'020610019',  ,KG,0,21701788,27084354,0,1350756,1588793,0,1206849,1392579,0,1889608,2107593,0,2004261,2277533,0,1706485,2093438,0,1957894,2471645,0,1923643,2583878,0,2054745,2802208,0,1912077,2577746,0,1873450,2480511,0,1882109,2373206,0,1939911,2335224
2,2017,'020610020',  ,KG,0,610,813,0,166,235,0,281,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,207,0,0,0,0,0,0,0,0,0
2,2017,'020610090',  ,KG,0,8785,5119,0,1135,705,0,1294,753,0,1545,899,0,1065,601,0,453,263,0,987,558,0,788,452,0,739,435,0,779,453,0,0,0,0,0,0,0,0,0
2,2017,'020621000',  ,KG,0,23335224,26644758,0,1967024,2872090,0,1881558,2464828,0,2210005,2800069,0,2288398,2764154,0,2008147,2262505,0,1970958,2292426,0,2118625,2440581,0,1464717,1596741,0,2105982,2131973,0,1655610,1554657,0,1943733,1788880,0,1720467,1675854
2,2017,'020622000',  ,KG,0,1066860,189557,0,101249,20332,0,72891,12677,0,45459,9438,0,55403,10769,0,67923,12881,0,165943,27046,0,129298,22731,0,75450,12901,0,94416,17354,0,104073,15781,0,70094,12614,0,84661,15033
2,2017,'020629010',  ,KG,0,8504741,5433560,0,538519,345567,0,359224,223153,0,893024,633559,0,761391,491117,0,742501,431039,0,907326,581954,0,1123883,702481,0,557405,360190,0,637419,374760,0,621928,373860,0,785161,536471,0,576960,379409
2,2017,'020629020',  ,KG,0,652962,437464,0,19296,13408,0,42515,30731,0,56398,36073,0,55606,37633,0,81897,53844,0,59156,40371,0,41451,27765,0,36197,24901,0,99309,64794,0,32055,23028,0,45482,31649,0,83600,53267
2,2017,'020629090',  ,KG,0,376088,263488,0,27840,19527,0,30897,19344,0,25413,17708,0,5992,4794,0,24586,15107,0,36392,26461,0,52426,38138,0,56110,42876,0,48663,35550,0,18224,11379,0,14237,7751,0,35308,24853
2,2017,'020630091',  ,KG,0,16965,9343,0,1417,1118,0,1100,440,0,1218,894,0,1425,570,0,1270,508,0,1250,500,0,2685,1928,0,1355,542,0,1815,726,0,650,260,0,790,1061,0,1990,796
2,2017,'020641090',  ,KG,0,56698,6118,0,0,0,0,0,0,0,13859,1520,0,0,0,0,0,0,0,13950,1484,0,0,0,0,14305,1525,0,0,0,0,0,0,0,14584,1589,0,0,0
2,2017,'020649091',  ,KG,0,24414047,7963200,0,1879550,598699,0,1797866,556791,0,2375108,718924,0,2004615,632255,0,2018284,647900,0,2356203,750081,0,1890701,650491,0,2075756,700959,0,1814754,618017,0,2086092,704211,0,2270154,755430,0,1844964,629442
2,2017,'020649092',  ,KG,0,7316,3817,0,1360,712,0,0,0,0,0,0,0,0,0,0,5456,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,250
2,2017,'020649099',  ,KG,0,13339,23694,0,816,1817,0,11,1101,0,334,1424,0,11,1067,0,634,1736,0,799,1990,0,4779,3919,0,860,829,0,1402,3639,0,829,1914,0,1931,2198,0,933,2060
2,2017,'020680000',  ,KG,0,7714,8805,0,483,579,0,605,761,0,630,759,0,1346,1524,0,944,1085,0,1460,1553,0,0,0,0,0,0,0,0,0,0,901,1098,0,1345,1446,0,0,0
2,2017,'020690000',  ,KG,0,475011,181623,0,28620,11411,0,41739,15924,0,34963,13721,0,29608,12855,0,30911,12118,0,51303,20077,0,44800,16981,0,44988,19184,0,38065,15792,0,38556,14165,0,61134,19492,0,30324,9903
2,2017,'020711000',  ,KG,0,2318,5965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,1531,0,1736,4434
2,2017,'020712000',  ,KG,0,12585738,2825369,0,433219,96043,0,635413,138702,0,578118,126694,0,853992,184709,0,993101,210981,0,946834,201641,0,1180153,287378,0,1186932,277246,0,1270802,284578,0,1530277,341236,0,1433738,328829,0,1543159,347332
2,2017,'020714100',  ,KG,0,46946,24729,0,0,0,0,2764,1510,0,8130,4506,0,0,0,0,2700,1590,0,7843,3294,0,4569,2458,0,7285,3924,0,378,235,0,2916,1533,0,4218,2337,0,6143,3342
2,2017,'020714210',  ,KG,0,17809487,3835707,0,939243,183410,0,655762,131866,0,1030141,179699,0,1223571,213204,0,1441191,271568,0,1626796,338959,0,1737858,381004,0,1533607,359602,0,1590618,333523,0,1970805,461370,0,2404232,591966,0,1655663,389536
2,2017,'020714220',  ,KG,0,539068935,144243736,0,30366949,7684645,0,44477829,10157750,0,35723098,8410151,0,46628978,10958983,0,43680021,11045925,0,47667073,12631133,0,37836109,10749581,0,49322843,13889120,0,52510037,14874182,0,54348026,15900466,0,53235768,15600248,0,43272204,12341552
2,2017,'020724000',  ,KG,0,1634,3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,997,0,1216,2711
2,2017,'020725000',  ,KG,0,88353,32474,0,0,0,0,0,0,0,0,0,0,0,0,0,22886,8767,0,14544,5247,0,41222,14892,0,0,0,0,4286,1680,0,5415,1888,0,0,0,0,0,0
2,2017,'020727200',  ,KG,0,1674608,436608,0,67239,16644,0,224975,60067,0,134514,31997,0,117931,26575,0,152114,37485,0,120139,34579,0,89458,26540,0,112951,26482,0,178311,50286,0,164289,46831,0,190078,47494,0,122609,31628
2,2017,'020741000',  ,KG,0,693,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,602
2,2017,'020742000',  ,KG,0,968227,311463,0,66076,21416,0,84137,25825,0,21974,8468,0,39245,12910,0,68706,20468,0,83845,25641,0,66477,20407,0,45121,15945,0,128135,41778,0,108797,35969,0,97222,30236,0,158492,52400
2,2017,'020743000',  ,KG,0,119176,520412,0,2303,8167,0,2291,8291,0,1761,9960,0,3801,20607,0,6121,32291,0,5562,27733,0,6730,33071,0,8336,40698,0,17969,72424,0,23384,94955,0,20952,86203,0,19966,86012
2,2017,'020744000',  ,KG,0,56523,107335,0,1612,2775,0,941,1680,0,1764,3582,0,2591,5368,0,3539,6155,0,3472,5969,0,2600,4876,0,1944,3732,0,4886,8217,0,8442,14748,0,10781,21743,0,13951,28490
2,2017,'020745010',  ,KG,0,423584,1455266,0,49018,139317,0,48621,127408,0,14034,33094,0,20404,71715,0,16852,78202,0,26460,110822,0,13004,46363,0,10400,47591,0,27515,92479,0,37024,138474,0,73473,253398,0,86779,316403
2,2017,'020745090',  ,KG,0,3379653,2579318,0,381582,296075,0,346918,302349,0,143964,123503,0,192860,135822,0,171959,117943,0,200287,153062,0,208048,149626,0,198905,131634,0,260579,171691,0,268338,207959,0,478166,371291,0,528047,418363
2,2017,'020753000',  ,KG,0,16018,83091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,17748,0,3355,17301,0,3854,20151,0,5217,27891
2,2017,'020755100',  ,KG,0,88084,326964,0,6016,21509,0,16072,54740,0,3487,11638,0,9257,31685,0,860,3436,0,6286,23219,0,9360,34223,0,4622,17250,0,5863,21040,0,4453,16873,0,7388,30868,0,14420,60483
2,2017,'020760200',  ,KG,0,10125,10038,0,2612,2168,0,0,0,0,532,650,0,0,0,0,0,0,0,1322,987,0,3396,2474,0,0,0,0,0,0,0,0,0,0,700,1184,0,1563,2575
2,2017,'020810000',  ,KG,0,55047,42355,0,1808,1295,0,0,0,0,3772,2744,0,5047,4372,0,4637,3598,0,2296,1655,0,3687,4035,0,18368,12214,0,0,0,0,4315,3190,0,11117,9252,0,0,0
2,2017,'020840011',  ,KG,0,1288845,691329,0,2942,2349,0,0,0,0,133847,142746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152056,546234,0,0,0
2,2017,'020850000',  ,KG,0,16614,19258,0,0,0,0,1232,1209,0,1182,1270,0,3263,3430,0,1259,1390,0,0,0,0,1959,2137,0,700,822,0,1246,1440,0,1320,2037,0,4453,5523,0,0,0
2,2017,'020860000',  ,KG,0,1849,3172,0,739,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'020890010',  ,KG,0,22152,24335,0,0,0,0,0,0,0,0,0,0,5000,5113,0,0,0,0,9764,10812,0,0,0,0,0,0,0,0,0,0,2000,2271,0,0,0,0,5388,6139
2,2017,'020890090',  ,KG,0,181076,208385,0,9116,13158,0,4745,9109,0,2732,4972,0,15585,17807,0,17355,17554,0,19777,14667,0,19874,27992,0,17113,12085,0,5981,10301,0,41964,36083,0,19915,31501,0,6919,13156
2,2017,'020910000',  ,KG,0,35326173,5660243,0,2953129,457713,0,2353465,362869,0,3821896,598545,0,2738114,437802,0,3330151,535839,0,3108401,504200,0,2894260,460095,0,2892207,464041,0,2574335,419618,0,2653752,431626,0,2651326,437850,0,3355137,550045
2,2017,'020990000',  ,KG,0,22962,3348,0,9996,1567,0,12966,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'021011010',  ,KG,0,197937,140337,0,2956,1988,0,5770,4601,0,17257,13291,0,11629,9253,0,19927,15998,0,15010,11242,0,4229,3195,0,16210,12475,0,5848,3934,0,15182,12443,0,16126,12714,0,67793,39203
